Value,Address,Address2,Date,Time,Date2,Time2,Case,Original_URL,Source,Atty,Atty_Contact,Address3,City,StateZip,State,Postal,County,Extra2
,11108 W Connecticut Ave,"Youngtown, AZ 85363, Maricopa County",2025-07-31,10:00 am,,,AZ08000117-24,https://www.auction.com/details/11108-w-connecticut-ave-youngtown-az-1736689,Auction.com,TRUSTEE CORPS,(949) 252-8300,"Youngtown, AZ 85363, Maricopa County",Youngtown,AZ 85363,AZ,85363, Maricopa County,
,2150 E Bell Rd Unit 1030,"Phoenix, AZ 85022, Maricopa County",2025-07-31,10:00 am,,,134502-AZ,https://www.auction.com/details/2150-e-bell-rd-phoenix-az-1737056,Auction.com,Aldridge Pite LLP,(858) 750-7777,"Phoenix, AZ 85022, Maricopa County",Phoenix,AZ 85022,AZ,85022, Maricopa County,
,1779 W Stonefield Dr,"Chandler, AZ 85286, Maricopa County",2025-07-31,10:00 am,,,134313-AZ,https://www.auction.com/details/1779-w-stonefield-dr-chandler-az-1738131,Auction.com,Aldridge Pite LLP,(858) 750-7777,"Chandler, AZ 85286, Maricopa County",Chandler,AZ 85286,AZ,85286, Maricopa County,
,2254 E University Drive Unit 5,"Mesa, AZ 85213, Maricopa County",2025-07-31,10:00 am,,,AZ07000142-25,https://www.auction.com/details/2254-e-university-dr-mesa-az-1738160,Auction.com,TRUSTEE CORPS,(949) 252-8300,"Mesa, AZ 85213, Maricopa County",Mesa,AZ 85213,AZ,85213, Maricopa County,
,8656 West Mountain View Road,"Peoria, AZ 85345, Maricopa County",2025-07-31,10:00 am,,,2025-00135-AZ,https://www.auction.com/details/8656-w-mountain-view-rd-peoria-az-1738590,Auction.com,Western Progressive,(866) 960-8299,"Peoria, AZ 85345, Maricopa County",Peoria,AZ 85345,AZ,85345, Maricopa County,
,2528 N Petersburg Dr,"Florence, AZ 85132, Pinal County",2025-07-31,10:00 am,,,AZ-25-1012756...,https://www.auction.com/details/2528-n-petersburg-dr-florence-az-1738669,Auction.com,Quality Loan Service Corporation,(866) 645-7711,"Florence, AZ 85132, Pinal County",Florence,AZ 85132,AZ,85132, Pinal County,
,30188 N Gary Rd,"San Tan Valley, AZ 85144, Pinal County",2025-07-31,10:00 am,,,25-004160,https://www.auction.com/details/30188-n-gary-rd-san-tan-valley-az-1738983,Auction.com,America West Lender Services,(844) 693-4761,"San Tan Valley, AZ 85144, Pinal County",San Tan Valley,AZ 85144,AZ,85144, Pinal County,
,8801 W Edgemont Avenue,"Phoenix, AZ 85037, Maricopa County",2025-07-31,10:00 am,,,AZ09000028-25,https://www.auction.com/details/8801-w-edgemont-ave-phoenix-az-1739215,Auction.com,TRUSTEE CORPS,(949) 252-8300,"Phoenix, AZ 85037, Maricopa County",Phoenix,AZ 85037,AZ,85037, Maricopa County,
,19680 W Sweet Acacia Dr,"Casa Grande, AZ 85122, Pinal County",2025-07-31,10:00 am,,,25-005013,https://www.auction.com/details/19680-w-sweet-acacia-dr-casa-grande-az-1739298,Auction.com,America West Lender Services,(844) 693-4761,"Casa Grande, AZ 85122, Pinal County",Casa Grande,AZ 85122,AZ,85122, Pinal County,
,1507 W Mesquite Ave,"Apache Junction, AZ 85120, Pinal County",2025-07-31,10:00 am,,,179628,https://www.auction.com/details/1507-w-mesquite-ave-apache-junction-az-1739453,Auction.com,Prime Recon LLC,(888) 725-4142,"Apache Junction, AZ 85120, Pinal County",Apache Junction,AZ 85120,AZ,85120, Pinal County,
,769 Island Road,"Titus, AL 36080, Elmore County",2025-07-31,1:00 pm,,,AL21573,https://www.auction.com/details/769-island-rd-titus-al-1730083,Auction.com,"Halliday, Watkins and Mann, P.C",(205) 970-2233,"Titus, AL 36080, Elmore County",Titus,AL 36080,AL,36080, Elmore County,
,1111 Pink Poppy Ln,"Foley, AL 36535, Baldwin County",2025-07-31,1:00 pm,,,25-02578-NS-A...,https://www.auction.com/details/1111-pink-poppy-ln-foley-al-1764700,Auction.com,"Tiffany & Bosco, P.A.",(205) 930-5200,"Foley, AL 36535, Baldwin County",Foley,AL 36535,AL,36535, Baldwin County,
,5601 State Highway 180 #1502,"Gulf Shores, AL 36542, Baldwin County",2025-07-31,1:00 pm,,,24-06592AL,https://www.auction.com/details/5601-state-highway-180-gulf-shores-al-1766495,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(770) 643-7200,"Gulf Shores, AL 36542, Baldwin County",Gulf Shores,AL 36542,AL,36542, Baldwin County,
,1606 15th Ave,"Phenix City, AL 36867, Russell County",2025-07-31,1:00 pm,,,22-07391,https://www.auction.com/details/1606-15th-ave-phenix-city-al-1769006,Auction.com,"Tiffany & Bosco, P.A.",(205) 930-5200,"Phenix City, AL 36867, Russell County",Phenix City,AL 36867,AL,36867, Russell County,
,510 Pine St,"Daphne, AL 36526, Baldwin County",2025-07-31,1:00 pm,,,1263-4529A,https://www.auction.com/details/510-pine-st-daphne-al-1769074,Auction.com,Aldridge Pite LLP,(404) 994-7400,"Daphne, AL 36526, Baldwin County",Daphne,AL 36526,AL,36526, Baldwin County,
,29301 Bayshore Dr N,"Orange Beach, AL 36561, Baldwin County",2025-07-31,1:00 pm,,,25-03783-PH-A...,https://www.auction.com/details/29301-bayshore-dr-n-orange-beach-al-1777651,Auction.com,"Tiffany & Bosco, P.A.",(205) 930-5200,"Orange Beach, AL 36561, Baldwin County",Orange Beach,AL 36561,AL,36561, Baldwin County,
,17490 N Applegate Rd,"Grants Pass, OR 97527, Jackson County",2025-07-31,1:00 pm,,,131167-OR,https://www.auction.com/details/17490-n-applegate-rd-grants-pass-or-1758915,Auction.com,Aldridge Pite LLP,(878) 750-7600,"Grants Pass, OR 97527, Jackson County",Grants Pass,OR 97527,OR,97527, Jackson County,
,2062 Lampman Road,"Gold Hill, OR 97525, Jackson County",2025-07-31,1:00 pm,,,22-64006,https://www.auction.com/details/2062-lampman-rd-gold-hill-or-1759922,Auction.com,"ZBS Law, LLP",(503) 946-6558,"Gold Hill, OR 97525, Jackson County",Gold Hill,OR 97525,OR,97525, Jackson County,
,15950 Ramsey Road White City,"Central Point, OR 97503, Jackson County",2025-07-31,1:00 pm,,,118990-OR,https://www.auction.com/details/15950-ramsey-rd-white-city-or-1760438,Auction.com,Aldridge Pite LLP,(878) 750-7600,"Central Point, OR 97503, Jackson County",Central Point,OR 97503,OR,97503, Jackson County," Or 97503,15950 Ramsey Road"
,819 W 14 Th St,"Medford, OR 97501, Jackson County",2025-07-31,1:00 pm,,,OR05000078-24,https://www.auction.com/details/819-w-14th-st-medford-or-1777824,Auction.com,Trustee Corps,(949) 252-8300,"Medford, OR 97501, Jackson County",Medford,OR 97501,OR,97501, Jackson County,
,6217 Meadwood Circle,"Richmond, VA 23234, Chesterfield County",2025-07-31,1:00 pm,,,2025-00095-VA,https://www.auction.com/details/6217-meadwood-cir-north-chesterfield-va-1750854,Auction.com,Western Progressive,(866) 960-8299,"Richmond, VA 23234, Chesterfield County",Richmond,VA 23234,VA,23234, Chesterfield County,
,9352 Noble Way,"Arvada, CO 80007, Jefferson County",2025-07-24,,,,,https://www.auction.com/details/9352-noble-way-arvada-co-1740303,Auction.com,"McCarthy & Holthus, LLP",,"Arvada, CO 80007, Jefferson County",Arvada,CO 80007,CO,80007, Jefferson County,
,5022 Scranton Street,"Denver, CO 80239, Denver County",2025-07-24,,,,2023-000407,https://www.auction.com/details/5022-scranton-st-denver-co-1758737,Auction.com,"Halliday, Watkins and Mann, P.C.",,"Denver, CO 80239, Denver County",Denver,CO 80239,CO,80239, Denver County,
,8060 W 9th Ave Unit 115,"Lakewood, CO 80214, Jefferson County",2025-07-24,,,,TS 10293009,https://www.auction.com/details/8060-w-9th-ave-lakewood-co-1781475,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Lakewood, CO 80214, Jefferson County",Lakewood,CO 80214,CO,80214, Jefferson County,
,10611 Holland St,"Broomfield, CO 80021, Jefferson County",2025-07-24,,,,TS 10410025,https://www.auction.com/details/10611-holland-st-broomfield-co-1716776,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Broomfield, CO 80021, Jefferson County",Broomfield,CO 80021,CO,80021, Jefferson County,
,5423 W 76th Ave Apt 522,"Westminster, CO 80003, Jefferson County",2025-07-24,,,,24-032018,https://www.auction.com/details/5423-w-76th-ave-westminster-co-1717611,Auction.com,"Janeway Law Firm, PC",,"Westminster, CO 80003, Jefferson County",Westminster,CO 80003,CO,80003, Jefferson County,
,13771 West Saratoga Avenue,"Morrison, CO 80465, Jefferson County",2025-07-24,,,,TS 10297752,https://www.auction.com/details/13771-w-saratoga-ave-morrison-co-1782026,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Morrison, CO 80465, Jefferson County",Morrison,CO 80465,CO,80465, Jefferson County,
,21411 E 47th Ave,"Denver, CO 80249, Denver County",2025-07-24,,,,,https://www.auction.com/details/21411-e-47th-ave-denver-co-1716539,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Denver, CO 80249, Denver County",Denver,CO 80249,CO,80249, Denver County,
,6523 W 69th Pl,"Arvada, CO 80003, Jefferson County",2025-07-24,,,,,https://www.auction.com/details/6523-w-69th-pl-arvada-co-1716889,Auction.com,"Halliday, Watkins and Mann, P.C.",,"Arvada, CO 80003, Jefferson County",Arvada,CO 80003,CO,80003, Jefferson County,
,54 Buchanan Street NE,"Washington, DC 20011, District of Columbia County",2025-07-24,,,,DC-362155,https://www.auction.com/details/54-buchanan-st-ne-washington-dc-1776690,Auction.com,"BWW Law Group, LLC",,"Washington, DC 20011, District of Columbia County",Washington,DC 20011,DC,20011, District of Columbia County,
,1700 Redwood Terrace NW,"Washington, DC 20012, District of Columbia County",2025-07-24,,,,,https://www.auction.com/details/1700-redwood-ter-nw-washington-dc-1783409,Auction.com,"Rosenberg and Associates, LLC",,"Washington, DC 20012, District of Columbia County",Washington,DC 20012,DC,20012, District of Columbia County,
,734 Harvard St NW #1,"Washington, DC 20001, District of Columbia County",2025-07-24,,,,,https://www.auction.com/details/734-harvard-st-nw-washington-dc-1783579,Auction.com,"Quintairos, Prieto, Wood & Boyer, P.A.",(410) 238-2840,"Washington, DC 20001, District of Columbia County",Washington,DC 20001,DC,20001, District of Columbia County,
,734 Harvard St NW #2,"Washington, DC 20001, District of Columbia County",2025-07-24,,,,,https://www.auction.com/details/734-harvard-st-nw-washington-dc-1783580,Auction.com,"Quintairos, Prieto, Wood & Boyer, P.A.",(410) 238-2840,"Washington, DC 20001, District of Columbia County",Washington,DC 20001,DC,20001, District of Columbia County,
,28w610 Forest View Ave S,"Warrenville, IL 60555, Dupage County",2025-07-24,,,,2024FC000703,https://www.auction.com/details/28w610-forest-view-ave-s-warrenville-il-1787134,Auction.com,"Diaz Anselmo & Associates, LLC",(630) 453-6960,"Warrenville, IL 60555, Dupage County",Warrenville,IL 60555,IL,60555, Dupage County,
,220 South Walnut Street,"Sycamore, IL 60178, Dekalb County",2025-07-24,,,,2024FC000086,https://www.auction.com/details/220-s-walnut-st-sycamore-il-1733787,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088,"Sycamore, IL 60178, Dekalb County",Sycamore,IL 60178,IL,60178, Dekalb County,
,501 South 11th Street,"Dekalb, IL 60115, Dekalb County",2025-07-24,,,,22 FC 000046,https://www.auction.com/details/501-s-11th-st-dekalb-il-1785307,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088,"Dekalb, IL 60115, Dekalb County",Dekalb,IL 60115,IL,60115, Dekalb County,
,510 W Millns Ct,"Addison, IL 60101, Dupage County",2025-07-24,,,,14-24-06439,https://www.auction.com/details/510-w-millns-ct-addison-il-1785664,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300,"Addison, IL 60101, Dupage County",Addison,IL 60101,IL,60101, Dupage County,
,303 Maple Ln,"Shorewood, IL 60404, Will County",2025-07-24,,,,14-19-08085,https://www.auction.com/details/303-maple-ln-shorewood-il-1755244,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300,"Shorewood, IL 60404, Will County",Shorewood,IL 60404,IL,60404, Will County,
,356 Augusta Ave,"Dekalb, IL 60115, Dekalb County",2025-07-24,,,,,https://www.auction.com/details/356-augusta-ave-dekalb-il-1744041,Auction.com,"Potestivo and Associates, PC",,"Dekalb, IL 60115, Dekalb County",Dekalb,IL 60115,IL,60115, Dekalb County,
,5849 W 1200 N,"Dupont, IN 47231-9668, Jefferson County",2025-07-24,,,,107186F01,https://www.auction.com/details/5849-w-1200-n-dupont-in-1773293,Auction.com,"Feiwell and Hannoy, P.C.",(317) 237-2727,"Dupont, IN 47231-9668, Jefferson County",Dupont,IN 47231-9668,IN,47231-9668, Jefferson County,
,131 Mouser Street,"Madison, IN 47250, Jefferson County",2025-07-24,,,,G181-115,https://www.auction.com/details/131-mouser-st-madison-in-1774518,Auction.com,"Doyle and Foutty, P.C.",(317) 264-5000,"Madison, IN 47250, Jefferson County",Madison,IN 47250,IN,47250, Jefferson County,
,18479 Oriental Oak Court,"Noblesville, IN 46062, Hamilton County",2025-07-24,,,,15-25-00116,https://www.auction.com/details/18479-oriental-oak-ct-noblesville-in-1774538,Auction.com,"Codilis Law, LLC",,"Noblesville, IN 46062, Hamilton County",Noblesville,IN 46062,IN,46062, Hamilton County,
,718 South State Street,"Greenfield, IN 46140, Hancock County",2025-07-24,,,,15-25-00183,https://www.auction.com/details/718-s-state-st-greenfield-in-1775875,Auction.com,"Codilis Law, LLC",,"Greenfield, IN 46140, Hancock County",Greenfield,IN 46140,IN,46140, Hancock County,
,526 E Second Street,"Mount Vernon, IN 47620, Posey County",2025-07-24,,,,G228-162,https://www.auction.com/details/526-e-2nd-st-mount-vernon-in-1763423,Auction.com,"Doyle and Foutty, P.C.",(317) 264-5000,"Mount Vernon, IN 47620, Posey County",Mount Vernon,IN 47620,IN,47620, Posey County,
,2911 Brandt Rd,"Wadesville, IN 47638, Posey County",2025-07-24,,,,,https://www.auction.com/details/2911-brandt-rd-wadesville-in-1765565,Auction.com,"Codilis Law, LLC",,"Wadesville, IN 47638, Posey County",Wadesville,IN 47638,IN,47638, Posey County,
,1240 Mulberry St,"Mount Vernon, IN 47620, Posey County",2025-07-24,,,,,https://www.auction.com/details/1240-mulberry-st-mount-vernon-in-1767776,Auction.com,"Doyle and Foutty, P.C.",(317) 264-5000,"Mount Vernon, IN 47620, Posey County",Mount Vernon,IN 47620,IN,47620, Posey County,
,1165 E Telegraph Hill Rd,"Madison, IN 47250, Jefferson County",2025-07-24,,,,,https://www.auction.com/details/1165-e-telegraph-hill-rd-madison-in-1768271,Auction.com,Padgett Law Group,(850) 422-2520,"Madison, IN 47250, Jefferson County",Madison,IN 47250,IN,47250, Jefferson County,
,1244 Jasmine Drive,"Greenfield, IN 46140, Hancock County",2025-07-24,,,,,https://www.auction.com/details/1244-jasmine-dr-greenfield-in-1778548,Auction.com,"Doyle and Foutty, P.C.",(317) 264-5000,"Greenfield, IN 46140, Hancock County",Greenfield,IN 46140,IN,46140, Hancock County,
,1209 Half Moon Lane,"Cicero, IN 46034, Hamilton County",2025-07-24,,,,29-06-01-004-...,https://www.auction.com/details/1209-half-moon-ln-cicero-in-1778743,Auction.com,"Feiwell and Hannoy, P.C.",(317) 237-2727,"Cicero, IN 46034, Hamilton County",Cicero,IN 46034,IN,46034, Hamilton County,
,23139 85th Ave,"New Virginia, IA 50210, Warren County",2025-07-24,,,,246848,https://www.auction.com/details/23139-85th-ave-new-virginia-ia-1744931,Auction.com,"South Law, P.C.",(913) 663-7600,"New Virginia, IA 50210, Warren County",New Virginia,IA 50210,IA,50210, Warren County,
,255 N Michigan St Apt 35,"Lawrence, KS 66044, Douglas County",2025-07-24,,,,249897,https://www.auction.com/details/255-n-michigan-st-lawrence-ks-1768754,Auction.com,"South Law, P.C.",(913) 663-7600,"Lawrence, KS 66044, Douglas County",Lawrence,KS 66044,KS,66044, Douglas County,
,1235 Main St,"Eudora, KS 66025, Douglas County",2025-07-24,,,,247867,https://www.auction.com/details/1235-main-st-eudora-ks-1776403,Auction.com,"South Law, P.C.",(913) 663-7600,"Eudora, KS 66025, Douglas County",Eudora,KS 66025,KS,66025, Douglas County,
,713s Jackson St,"Pratt, KS 67124, Pratt County",2025-07-24,,,,MOOCAFSB,https://www.auction.com/details/713-s-jackson-st-pratt-ks-1780947,Auction.com,"Bonial and Associates, P.C.",(913) 677-0253,"Pratt, KS 67124, Pratt County",Pratt,KS 67124,KS,67124, Pratt County,
,305 Fireside Street,"Dodge City, KS 67801, Ford County",2025-07-24,,,,24-014228-FC0...,https://www.auction.com/details/305-fireside-st-dodge-city-ks-1784309,Auction.com,"Shapiro and Kreisman, LLC",(913) 831-3000,"Dodge City, KS 67801, Ford County",Dodge City,KS 67801,KS,67801, Ford County,
,110 W Riley St,"Easton, KS 66020, Leavenworth County",2025-07-24,,,,,https://www.auction.com/details/110-w-riley-st-easton-ks-1787404,Auction.com,"Bonial and Associates, P.C.",(913) 677-0253,"Easton, KS 66020, Leavenworth County",Easton,KS 66020,KS,66020, Leavenworth County,
,601 -603 Bartholomew Street,"New Orleans, LA 70117, Orleans County",2025-07-24,,,,41476,https://www.auction.com/details/601-bartholomew-st-new-orleans-la-1750868,Auction.com,"Herschel C. Adcock, Jr., L.L.C.",(225) 756-0373,"New Orleans, LA 70117, Orleans County",New Orleans,LA 70117,LA,70117, Orleans County,
,3807 N Teak Avenue,"New Orleans, LA 70131, Orleans County",2025-07-24,,,,2024-10932 F-...,https://www.auction.com/details/3807-n-teak-ave-new-orleans-la-1754337,Auction.com,"Dean Morris, L.L.C.",(318) 338-1440,"New Orleans, LA 70131, Orleans County",New Orleans,LA 70131,LA,70131, Orleans County,
,1600 Bodenger Blvd,"New Orleans, LA 70114, Orleans County",2025-07-24,,,,,https://www.auction.com/details/1600-bodenger-blvd-new-orleans-la-1733854,Auction.com,"Herschel C. Adcock, Jr., L.L.C.",(225) 756-0373,"New Orleans, LA 70114, Orleans County",New Orleans,LA 70114,LA,70114, Orleans County,
,820 Lebeau Ave,"Arabi, LA 70032, St. Bernard County",2025-07-24,,,,,https://www.auction.com/details/820-lebeau-st-arabi-la-1756579,Auction.com,"Shapiro and Daigrepont, L.L.C.",,"Arabi, LA 70032, St. Bernard County",Arabi,LA 70032,LA,70032, St. Bernard County,
,1119 Minnie St,"Port Huron, MI 48060, Saint Clair County",2025-07-24,,,,,https://www.auction.com/details/1119-minnie-st-port-huron-mi-1775948,Auction.com,"Potestivo and Associates, PC",,"Port Huron, MI 48060, Saint Clair County",Port Huron,MI 48060,MI,48060, Saint Clair County,
,112 4 Mile Rd,"Lake, MI 48632, Clare County",2025-07-24,,,,,https://www.auction.com/details/112-4-mile-rd-lake-mi-1778131,Auction.com,RAS Crane,(513) 712-8220,"Lake, MI 48632, Clare County",Lake,MI 48632,MI,48632, Clare County,
,1080 Meadowbrook St,"Inkster, MI 48141, Wayne County",2025-07-24,,,,,https://www.auction.com/details/1080-meadowbrook-st-inkster-mi-1786930,Auction.com,"Johnson, Blumberg & Associates, LLC",,"Inkster, MI 48141, Wayne County",Inkster,MI 48141,MI,48141, Wayne County,
,4244 Charles St,"Dearborn, MI 48126, Wayne County",2025-07-24,,,,,https://www.auction.com/details/4244-charles-st-dearborn-mi-1787203,Auction.com,"Johnson, Blumberg & Associates, LLC",,"Dearborn, MI 48126, Wayne County",Dearborn,MI 48126,MI,48126, Wayne County,
,24371 S County Line Rd,"Homer, MI 49245-9638, Calhoun County",2025-07-24,,,,522659F01,https://www.auction.com/details/24371-s-county-line-rd-homer-mi-1767372,Auction.com,"Trott and Trott, P.C.",(248) 642-2515,"Homer, MI 49245-9638, Calhoun County",Homer,MI 49245-9638,MI,49245-9638, Calhoun County,
,10652 Holt Hwy,"Dimondale, MI 48821, Eaton County",2025-07-24,,,,22-008316,https://www.auction.com/details/10652-holt-hwy-dimondale-mi-1778620,Auction.com,Orlans PC,(248) 502-1400,"Dimondale, MI 48821, Eaton County",Dimondale,MI 48821,MI,48821, Eaton County,
,4750 Freiburger Rd,"Snover, MI 48472, Sanilac County",2025-07-24,,,,22-000632-2,https://www.auction.com/details/4750-freiburger-rd-snover-mi-1784231,Auction.com,SCHNEIDERMAN & SHERMAN PC,(248) 539-7400,"Snover, MI 48472, Sanilac County",Snover,MI 48472,MI,48472, Sanilac County,
,18928 Woodcrest St,"Harper Woods, MI 48225, Wayne County",2025-07-24,,,,25-000868-1,https://www.auction.com/details/18928-woodcrest-st-harper-woods-mi-1734757,Auction.com,SCHNEIDERMAN & SHERMAN PC,(248) 539-7400,"Harper Woods, MI 48225, Wayne County",Harper Woods,MI 48225,MI,48225, Wayne County,
,16057 Allen Rd,"Southgate, MI 48195-2923, Wayne County",2025-07-24,,,,523000F01,https://www.auction.com/details/16057-allen-rd-southgate-mi-1745934,Auction.com,"Trott and Trott, P.C.",(248) 642-2515,"Southgate, MI 48195-2923, Wayne County",Southgate,MI 48195-2923,MI,48195-2923, Wayne County,
,7605 Woodward Ave,"Detroit, MI 48202-2808, Wayne County",2025-07-24,,,,506316F02,https://www.auction.com/details/7605-woodward-ave-detroit-mi-1778945,Auction.com,"Trott and Trott, P.C.",(248) 642-2515,"Detroit, MI 48202-2808, Wayne County",Detroit,MI 48202-2808,MI,48202-2808, Wayne County,
,27514 Sheridan,"Garden City, MI 48135, Wayne County",2025-07-24,,,,22MI00340-3,https://www.auction.com/details/27514-sheridan-st-garden-city-mi-1783091,Auction.com,Randall S. Miller and Associates,,"Garden City, MI 48135, Wayne County",Garden City,MI 48135,MI,48135, Wayne County,
,15817 Santa Rosa Dr,"Detroit, MI 48238, Wayne County",2025-07-24,,,,25-001768-1,https://www.auction.com/details/15817-santa-rosa-dr-detroit-mi-1784232,Auction.com,SCHNEIDERMAN & SHERMAN PC,(248) 539-7400,"Detroit, MI 48238, Wayne County",Detroit,MI 48238,MI,48238, Wayne County,
