Value,Address,Address2,Date,Time,Date2,Time2,Case,URL,Source,Atty,Atty_Contact
"$416,000",432 Hall Avenue,"Pea Ridge, AR 72751, Benton County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,361609,https://www.auction.com/details/432-hall-ave-pea-ridge-ar-1728816,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (501) 219-9388
"$272,000",109 N. Country Club Rd.,"Siloam Springs, AR 72761, Benton County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,109325-1,https://www.auction.com/details/109-n-country-club-rd-siloam-springs-ar-1729163,Auction.com,"Mickel Law Firm, P.A.",
"$673,000",5309 S Bent Tree Drive,"Rogers, AR 72758, Benton County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,25-000031-516,https://www.auction.com/details/5309-s-bent-tree-dr-rogers-ar-1735579,Auction.com,"Mackie Wolf Zientz and Mann, P. C.",Borrowers/homeowners should call (501) 218-8111
"$578,000",17725 Vista Point Dr,"Victorville, CA 92395, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,115231-CA,https://www.auction.com/details/17725-vista-pt-dr-victorville-ca-1716760,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
"$844,000",12755 Evanston Way,"Rancho Cordova, CA 95742, Sacramento County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-02318-FM-C...,https://www.auction.com/details/12755-evanston-way-rancho-cordova-ca-1718139,Auction.com,National Default Servicing Corporation,Borrowers/homeowners should call (602) 264-6101
"$828,000",1087 Rocky Mountain Rd,"Big Bear City, CA 92314, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,CA-24-1001847...,https://www.auction.com/details/1087-rocky-mountain-rd-big-bear-city-ca-1737920,Auction.com,Quality Loan Service Corporation,Borrowers/homeowners should call (866) 645-7711
"$445,000",1300 Shadowglen Road,"Sacramento, CA 95864, Sacramento County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,130757-CA,https://www.auction.com/details/1300-shadowglen-rd-sacramento-ca-1748572,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
"$1,129,000",1097 Teal Court,"Brentwood, CA 94513, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,2024-00314-CA,https://www.auction.com/details/1097-teal-ct-brentwood-ca-1751074,Auction.com,Western Progressive,Borrowers/homeowners should call (866) 960-8299
,2519 S Quaker Ridge Place,"Ontario, CA 91761, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,2024-02099-CA,https://www.auction.com/details/2519-s-quaker-ridge-pl-ontario-ca-1756486,Auction.com,Western Progressive,Borrowers/homeowners should call (866) 960-8299
,11160 Mesa Linda Street,"Victorville, CA 92392, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,CA-24-999452-...,https://www.auction.com/details/11160-mesa-linda-st-victorville-ca-1756952,Auction.com,Quality Loan Service Corporation,Borrowers/homeowners should call (866) 645-7711
,5217 Rambler Way,"Sacramento, CA 95841, Sacramento County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-70862,https://www.auction.com/details/5217-rambler-way-sacramento-ca-1757832,Auction.com,"ZBS Law, LLP",Borrowers/homeowners should call (714) 848-7920
,109 Price Lane,"Pleasant Hill, CA 94523, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,CA-22-948746-...,https://www.auction.com/details/109-price-ln-pleasant-hill-ca-1759269,Auction.com,Quality Loan Service Corporation,Borrowers/homeowners should call (866) 645-7711
,5329 Rockwell Rd,"N Highlands, CA 95660, Sacramento County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-08865CA,https://www.auction.com/details/5329-rockwell-rd-n-highlands-ca-1760423,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (770) 643-7200
"$754,000",4813 Silver Hill Court,"Antioch, CA 94531, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-12420,https://www.auction.com/details/4813-silver-hill-ct-antioch-ca-1761244,Auction.com,Ghidotti Berger LLP,Borrowers/homeowners should call (949) 427-2010
,58349 Pimlico Street,"Yucca Valley, CA 92284, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,CA14000001-25,https://www.auction.com/details/58349-pimlico-st-yucca-valley-ca-1761343,Auction.com,TRUSTEE CORPS,Borrowers/homeowners should call (949) 252-8300
Not Available,1609 24th St,"San Pablo, CA 94806-4507, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-03843-SM-C...,https://www.auction.com/details/1609-24th-st-san-pablo-ca-1761966,Auction.com,National Default Servicing Corporation,Borrowers/homeowners should call (602) 264-6101
,1213 Illinois Ct,"Concord, CA 94521, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,2025-00292-CA,https://www.auction.com/details/1213-illinois-ct-concord-ca-1762020,Auction.com,Western Progressive,Borrowers/homeowners should call (866) 960-8299
,6136 Caliente Court,"Fair Oaks, CA 95628, Sacramento County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,2018-00802-CA,https://www.auction.com/details/6136-caliente-ct-fair-oaks-ca-1762025,Auction.com,Western Progressive,Borrowers/homeowners should call (866) 960-8299
,825 Summer Circle,"Brentwood, CA 94513, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,2024-02141-CA,https://www.auction.com/details/825-summer-cir-brentwood-ca-1762085,Auction.com,Western Progressive,Borrowers/homeowners should call (866) 960-8299
"$896,000",145 North Fairway Drive,"Lake Arrowhead, CA 92352, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,25-72237,https://www.auction.com/details/145-fairway-dr-lake-arrowhead-ca-1762368,Auction.com,"ZBS Law, LLP",Borrowers/homeowners should call (714) 848-7920
,7617 Poplar Ave,"Citrus Heights, CA 95621, Sacramento County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,CA05000017-25,https://www.auction.com/details/7617-poplar-ave-citrus-heights-ca-1764872,Auction.com,TRUSTEE CORPS,Borrowers/homeowners should call (949) 252-8300
,127 Delta Vista Ln,"Pittsburg, CA 94565, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-08470CA,https://www.auction.com/details/127-delta-vista-ln-pittsburg-ca-1765113,Auction.com,McCalla Raymer Leibert Pierce,Borrowers/homeowners should call (770) 643-7200
,207 Apollo Apt 3,"Hercules, CA 94547, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-08986CA,https://www.auction.com/details/207-apollo-hercules-ca-1765115,Auction.com,McCalla Raymer Leibert Pierce,Borrowers/homeowners should call (770) 643-7200
,8930 Caselman Rd,"Sacramento, CA 95829, Sacramento County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,25-09085CA,https://www.auction.com/details/8930-caselman-rd-sacramento-ca-1765116,Auction.com,McCalla Raymer Leibert Pierce,Borrowers/homeowners should call (770) 643-7200
"$1,394,000",85 La Encinal,"Orinda, CA 94563, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,CA-25-1008705...,https://www.auction.com/details/85-la-encinal-orinda-ca-1765405,Auction.com,Quality Loan Service Corporation,Borrowers/homeowners should call (866) 645-7711
"$857,000",123 Havenwood Ave,"Brentwood, CA 94513, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-12439,https://www.auction.com/details/123-havenwood-ave-brentwood-ca-1766201,Auction.com,Ghidotti Berger LLP,Borrowers/homeowners should call (949) 427-2010
,4944 Sandmound Blvd,"Oakley, CA 94561, Contra Costa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,133295-CA,https://www.auction.com/details/4944-sandmound-blvd-oakley-ca-1766451,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,19406 Carlisle Road,"Apple Valley, CA 92307, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,TS 0000001037...,https://www.auction.com/details/19406-carlisle-rd-apple-valley-ca-1767229,Auction.com,Barrett Daffin Frappier Treder and Weiss,Borrowers/homeowners should call (866) 795-1852
,2815 Tourbrook Way,"Sacramento, CA 95833, Sacramento County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-08296CA,https://www.auction.com/details/2815-tourbrook-way-sacramento-ca-1772945,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (770) 643-7200
,29145 Greenbrier Place,"Highland, CA 92346, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,2018-01599-CA,https://www.auction.com/details/29145-greenbrier-pl-highland-ca-1783968,Auction.com,Western Progressive,Borrowers/homeowners should call (866) 960-8299
,14450 Jicarilla Rd,"Apple Valley, CA 92307, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,25-09049CA,https://www.auction.com/details/14450-jicarilla-rd-apple-valley-ca-1784444,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (770) 643-7200
"$230,000",71521 Cactus Drive,"Twentynine Palms, CA 92277, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,TS 0000001035...,https://www.auction.com/details/71521-cactus-dr-twentynine-palms-ca-1785033,Auction.com,Barrett Daffin Frappier Treder and Weiss,Borrowers/homeowners should call (866) 795-1852
"$438,000",16730 Batson Rd,"Victorville, CA 92395, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,CA-25-1008390...,https://www.auction.com/details/16730-batson-rd-victorville-ca-1785041,Auction.com,Quality Loan Service Corporation,Borrowers/homeowners should call (866) 645-7711
Not Available,1173 S. Cactus Ave #3,"Rialto, CA 92376, San Bernardino County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,CA-RCS-250207...,https://www.auction.com/details/1173-s-cactus-ave-rialto-ca-1785063,Auction.com,"Asset Foreclosure Services, Inc.",Borrowers/homeowners should call (877) 237-7878
"$186,000",32 Center St,"Hartwick, NY 13807, Otsego County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,20292-1804-#1...,https://www.auction.com/details/32-center-st-milford-ny-1772717,Auction.com,"Hill Wallack, LLP",Borrowers/homeowners should call (949) 111-1111
"$394,000",12 Hempstead Ave #3c Apt 3c,"Rockville Centre, NY 11570, Nassau County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,NY20240000023...,https://www.auction.com/details/12-hempstead-ave-rockville-centre-ny-1770453,Auction.com,"Stern and Eisenberg, PC",
"$570,000",8403 SW 85th Ave,"Portland, OR 97223, Washington County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,24-68546,https://www.auction.com/details/8403-sw-85th-ave-portland-or-1683181,Auction.com,"ZBS Law, LLP",Borrowers/homeowners should call (503) 946-6558
"$568,000",5980 SW 187th Dr,"Beaverton, OR 97007, Washington County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,OR-19-865578-...,https://www.auction.com/details/5980-sw-187th-dr-beaverton-or-1687352,Auction.com,Quality Loan Service Corporation,Borrowers/homeowners should call (619) 645-7711
,146 NE Jefferson St,"Hillsboro, OR 97124, Washington County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,OR-24-1004735...,https://www.auction.com/details/146-ne-jefferson-st-hillsboro-or-1766636,Auction.com,Quality Loan Service Corporation,Borrowers/homeowners should call (619) 645-7711
"$523,000",28 Zephyr Road,"Palmyra, VA 22963, Fluvanna County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,VA-364608,https://www.auction.com/details/28-zephyr-rd-palmyra-va-1740214,Auction.com,"BWW Law Group, LLC",
,1 Ashbrook Road,"Stafford, VA 22554, Stafford County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,25-700203,https://www.auction.com/details/1-ashbrook-rd-stafford-va-1773147,Auction.com,"McCabe, Weisberg and Conway, LLC",Borrowers/homeowners should call (215) 790-1010
,5001 Riverwood Cir,"Fairmont, WV 26554, Marion County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,,https://www.auction.com/details/5001-riverwood-cir-fairmont-wv-1769536,Auction.com,"Sottile & Barile, LLC",Borrowers/homeowners should call (440) 572-1511
Not Available,126 Camden Drive,"Fairmont, WV 26554, Marion County","Tuesday, Jul 08, 2025
Add to calendar",4:40 pm,,,WVFC103692-01,https://www.auction.com/details/126-camden-rd-fairmont-wv-1772989,Auction.com,Reimer Law Co.,
,1113 Country Club Rd,"Fairmont, WV 26554, Marion County","Tuesday, Jul 08, 2025
Add to calendar",4:40 pm,,,24-02773-1,https://www.auction.com/details/1113-country-club-rd-fairmont-wv-1775260,Auction.com,"Reisenfeld and Associates, LLC",
,327  Wynn St,"Tiptonville, TN 38079, Lake County","Tuesday, Jul 08, 2025
Add to calendar",3:30 pm,,,1154-2998A,https://www.auction.com/details/327-wynn-st-tiptonville-tn-1767380,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (877) 319-8840
"$893,000",30 Kendall Avenue,"Sleepy Hollow, NY 10591, Westchester County","Tuesday, Jul 08, 2025
Add to calendar",2:30 pm,,,14-39275,https://www.auction.com/details/30-kendall-ave-sleepy-hollow-ny-1735961,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",Borrowers/homeowners should call (516) 280-7675
"$193,000",1034 Cascade Avenue,"Eden, NC 27288, Rockingham County","Tuesday, Jul 08, 2025
Add to calendar",2:30 pm,,,22182-108546,https://www.auction.com/details/1034-cascade-ave-eden-nc-1774837,Auction.com,Hutchens Law Firm,
,3715 14th St E,"Lewiston, ID 83501, Nez Perce County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,ID21540,https://www.auction.com/details/3715-14th-street-e-lewiston-id-1773503,Auction.com,"Halliday, Watkins and Mann, P.C.",
,1223 Cedar Ridge Dr,"Saint Louis, MO 63146, St. Louis County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,217232.070825...,https://www.auction.com/details/1223-cedar-ridge-dr-saint-louis-mo-1775099,Auction.com,"Millsap and Singer, LLC",Borrowers/homeowners should call (636) 537-0110
"$162,000",1250 Admiral Dr,"Saint Louis, MO 63137, St. Louis County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,227713.070125...,https://www.auction.com/details/1250-admiral-dr-saint-louis-mo-1790389,Auction.com,"Millsap and Singer, LLC",Borrowers/homeowners should call (636) 537-0110
,706 8th Avenue SE,"Sidney, MT 59270, Richland County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,MT21279,https://www.auction.com/details/706-8th-ave-se-sidney-mt-1688766,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
"$592,000",5 Tokanel Rd,"Windham, NH 03087, Rockingham County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,25-08069-FC01,https://www.auction.com/details/5-tokanel-rd-windham-nh-1745463,Auction.com,Brock and Scott PLLC,
"$405,000",544 Main St,"Manahawkin, NJ 08050, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,,https://www.auction.com/details/544-n-main-st-manahawkin-nj-1770629,Auction.com,"RAS Citron, LLC - NJ",
"$819,000",3 Kevin Dale Pl,"Jackson, NJ 08527, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,24-259977,https://www.auction.com/details/3-kevin-dale-pl-jackson-nj-1770642,Auction.com,"RAS Citron, LLC - NJ",
"$483,000",569 Copley Pl,"Bayville, NJ 08721, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,,https://www.auction.com/details/569-copley-pl-bayville-nj-1770988,Auction.com,"Knuckles, Komosinski & Manfro, LLP",
,101 Leone Drive,"Brick, NJ 08724, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,190650-1,https://www.auction.com/details/101-leone-dr-brick-nj-1771164,Auction.com,FRIEDMAN VARTOLO LLP,
,518 Wheeler Pl,"Somerset, NJ 08873, Somerset County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,NJ20240000031...,https://www.auction.com/details/518-wheeler-pl-somerset-nj-1772307,Auction.com,"Stern and Eisenberg, PC",Borrowers/homeowners should call (609) 397-9200
"$431,000",531 Alfred Lane,"Toms River, NJ 08753, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,780049,https://www.auction.com/details/531-alfred-ln-toms-river-nj-1773120,Auction.com,STERN LAVINTHAL AND FRANKENBERG LLC,Borrowers/homeowners should call (973) 740-0700
,173 Sextant Road,"Manahawkin, NJ 08050, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,23-09252NJ,https://www.auction.com/details/173-sextant-rd-manahawkin-nj-1773692,Auction.com,"McCalla Raymer Leibert Pierce, LLC",
,2257 Llewellyn Pkwy,"Lacey Township, NJ 08731, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,106369,https://www.auction.com/details/2257-llewellyn-pkwy-forked-river-nj-1773808,Auction.com,"Pluese, Becker, Saltzman & Thomas, LLC",Borrowers/homeowners should call (856) 813-1700
,36 Bowline St,"Barnegat Township, NJ 08005, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,22-06945-FC01,https://www.auction.com/details/36-bowline-st-barnegat-nj-1774153,Auction.com,Brock & Scott PLLC,Borrowers/homeowners should call (844) 856-6646
,"807 Forest Avenue, Unit E","Lakewood, NJ 08701, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,240535-1,https://www.auction.com/details/807-forest-ave-lakewood-nj-1774154,Auction.com,FRIEDMAN VARTOLO LLP,
"$650,000",12 Grand Bay Harbor Dr,"Waretown, NJ 08758, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,,https://www.auction.com/details/12-grand-bay-harbor-dr-waretown-nj-1745426,Auction.com,"McCalla Raymer Leibert Pierce, LLC",
"$401,000",445 E Cape May Drive,"Ocean Gate, NJ 08740, Ocean County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,20-027239-FC0...,https://www.auction.com/details/445-e-cape-may-ave-ocean-gate-nj-1751455,Auction.com,"Hill Wallack, LLP",Borrowers/homeowners should call (949) 111-1111
"$713,000",1515 Paul St,"Baldwin, NY 11510, Nassau County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,19-275047,https://www.auction.com/details/1515-paul-st-north-baldwin-ny-1748627,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",Borrowers/homeowners should call (516) 280-7675
"$725,000",3677 Smith Street,"Wantagh, NY 11793, Nasau County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,21-03688NY,https://www.auction.com/details/3677-smith-st-wantagh-ny-1750633,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (347) 286-7409
,79 Oliver Avenue,"Valley Stream, NY 11580, Nassau County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,SPSNY171,https://www.auction.com/details/79-oliver-ave-valley-stream-ny-1756848,Auction.com,"Fein, Such & Crane, LLP - NY",Borrowers/homeowners should call (585) 232-7400
"$1,179,000",238 Bayview Avenue,"Massapequa, NY 11758, Nassau County","Tuesday, Jul 08, 2025
Add to calendar",2:00 pm,,,SF01-68243,https://www.auction.com/details/238-bayview-ave-massapequa-ny-1760978,Auction.com,Davidson Fink LLP,Borrowers/homeowners should call (585) 546-6448
